Archivo Físico,Match Excel,COL_1 Esperado,COL_1 Extraído,Match COL_1,COL_2 Esperado,COL_2 Extraído,Match COL_2,COL_3 Esperado,COL_3 Extraído,Match COL_3,Exactitud Ticket
base64decoded (38).png,base64decoded (38).png,COL 1. 64339 95303,COL 1. 64339 95303,True,COL 2. 43032 23554,COL 2. 43032 23554,True,COL 3. 00593 31754,COL 3. 00593 31754,True,3/3
153.png,153.png,COL 1. 13871 22163,COL 1. 13871 22163,True,COL 2. 56313 01892,COL 2. 56313 01892,True,COL 3. 53531 07752,COL 3. 53531 07752,True,3/3
386.png,386.png,COL 1. 44509 14139,COL 1. 44509 14139,True,COL 2. 01160 96578,COL 2. 01160 96578,True,COL 3. 91870 74971,COL 3. 91870 74971,True,3/3
392.png,392.png,COL 1. 60415 39332,,False,COL 2. 70139 63444,COL 2. 70139 63444,True,COL 3. 31523 89400,COL 3. 31523 89400,True,2/3
52.jpg,52.jpg,COL 1. 52444 42380,COL 1. 52444 42380,True,COL 2. 50302 00492,COL 2. 50302 00492,True,COL 3. 43339 83760,COL 3. 43339 83760,True,3/3
379.png,379.png,COL 1. 71149 18004,COL 1. 71149 18004,True,COL 2. 71008 30322,COL 2. 71008 30322,True,COL 3. 40389 48927,COL 3. 40389 48927,True,3/3
base64decoded (80).png,base64decoded (80).png,COL 1. 50724 30469,COL 1. 50724 30469,True,COL 2. 31109 90740,COL 2. 31109 90740,True,COL 3. 61319 28012,COL 3. 61319 28012,True,3/3
345.png,345.png,COL 1. 66328 23136,,False,COL 2. ??418 61359,,False,COL 3. ?4561 94275,,False,0/3
base64decoded - 2026-01-21T154206.619.png,base64decoded - 2026-01-21T154206.619.png,COL 1. 47551 37002,,False,COL 2. 50609 50516,,False,COL 3. 46505 55624,,False,0/3
351.png,351.png,COL 1. 21502 94050,COL 1. 21502 94050,True,COL 2. 51106 90571,COL 2. 51106 90571,True,COL 3. 91478 71673,COL 3. 91478 71673,True,3/3
188.jpeg,188.jpeg,COL 1. 72316 69030,COL 1. 72316 69030,True,COL 2. 20107 60343,COL 2. 20107 60343,True,COL 3. 81428 91872,COL 3. 81428 91872,True,3/3
